season,episode,scene,location,extra_scene_info
2,5,8,central perk,ross and chandler are there. ross is watching wrestling.
2,6,1,at monica and rachel's,
2,6,2,central perk,
2,6,3,other,"chandler and joey are loaded down with baby stuff, and ben"
2,6,4,central perk,"chandler and joey are loaded down with baby stuff, and ben"
2,6,5,hospital,"chandler and joey are loaded down with baby stuff, and ben"
2,6,6,other,"chandler and joey are loaded down with baby stuff, and ben"
2,6,7,hospital,"chandler and joey are loaded down with baby stuff, and ben"
2,6,8,outside central perk,"chandler and joey are loaded down with baby stuff, and ben"
2,6,9,other,"chandler and joey are loaded down with baby stuff, and ben"
2,6,10,outside central perk,"chandler and joey are loaded down with baby stuff, and ben"
2,6,11,other,"chandler and joey are loaded down with baby stuff, and ben"
2,6,12,outside central perk,"chandler and joey are loaded down with baby stuff, and ben"
2,6,13,monica and rachel's,"chandler and joey are loaded down with baby stuff, and ben"
2,6,13,monica and rachel's,"chandler and joey are loaded down with baby stuff, and ben"
2,7,1,monica and rachel's apartment. everyone is sitting at the couches,chandler enters.
2,7,2,hallway between the apartments. chandler comes out wearing spandex,jogging in place. monica is there.
2,7,3,back in chandler and joey's apartment,chandler is doing situps.
2,7,4,central perk,chandler and joey are sitting on the couch. rachel is working.
2,7,5,a nice restraunt,rachel is on her date with michael mich.
2,7,6,central perk,phoebe and joey are sitting on the couch.
2,7,7,back in the restraunt,rachel pours the last of the champange bottle in her glass.
2,7,8,chandler and joey's apartment,chandler is answering the door in his robe.
2,7,9,rachel and monica's apartment,rachel is taking asprin. ross enters.
2,7,10,chandler and joey's apartment,joey is watching a rabbi play an electric guitar on tv. phoebe enters.
2,7,11,central perk,rachel is closing up and ross comes in. get your kleenex.
2,7,12,chandler and joey's apartment,chandler answers the door to find monica.
2,7,12,chandler and joey's apartment,chandler answers the door to find monica.
2,8,1,monica and rachel's apartment. phoebe,"monica, and rachel are there, discussing the night before."
2,8,2,ross' apartment. ross,"chandler, and joey are there eating pizza."
2,8,3,central perk . joey,"phoebe, monica, and chandler are there; chandler is showing everyone his new computer."
2,8,4,mr,ratstatter's rtst office. monica is there about a job.
2,8,5,monica and rachel's apartment,monica and phoebe are there. monica is suggesting mockolate recipes to phoebe.
2,8,6,chandler and joey's apartment,ross is up in arms about the rachel/julie situation.
2,8,7,monica and rachel's apartment,monica has made food for phoebe and rachel to taste.
2,8,8,chandler and joey's apartment,chandler is on the phone with a computer hotline.
2,8,9,central perk . chandler,"monica, joey, and phoebe are there."
2,8,10,monica and rachel's apartment. rachel is sitting on the couch,eating candy. it is raining out. ross climbs up the fire escape and is knocking on the window.
2,8,11,mr,ratstatter's office. monica is there.
2,8,12,monica and rachel's apartment,monica and rachel are there. phone rings
2,8,13,mr,ratstatter's office. monica is there.
2,8,13,mr,ratstatter's office. monica is there.
2,9,1,monica and rachel's apartment. monica,"rachel, ross, and phoebe are there. phoebe is looking out the window."
2,9,2,central perk . monica,"chandler, and joey are seated at couches. rachel is working behind the counter."
2,9,3,phoebe's grandmother's place. phoebe's grandmother is sitting at the table,"reading the obituaries, and crossing out names in the phonebook."
2,9,4,monica and rachel's apartment. rachel,"chandler, and joey are decorating the christmas tree."
2,9,5,back at phoebe's,she is on the phone
2,9,6,chandler is standing on a street corner waiting for phoebe in the cab,joey walks up.
2,9,7,monica and rachel's apartment,monica is preparing for the party with ross questioning her.
2,9,8,outside phoebe's dad's house,the cab pulls up.
2,9,9,monica and rachel's apartment,they are having their party. all the guests are stripped down because of the heat.
2,9,10,outside phoebe's dad's house,phoebe is running back to the cab.
2,9,11,monica and rachel's apartment. ross,"monica, and rachel are sitting around after the party. chandler, joey, and phoebe enter."
2,9,12,monica and rachel's apartment,joey and chandler are giving out their christmas presents out of a cardboard box from a case of motor oil.
2,9,12,monica and rachel's apartment,joey and chandler are giving out their christmas presents out of a cardboard box from a case of motor oil.
2,10,1,newsstand,late at night. joey is anxiously in the lead.
2,10,2,"chandler, phoebe, rachel, monica comforting joey at monica and rachel's apartment.",
2,10,3,"monica, fun bobby, and phoebe sitting in central perk rachel is serving them. she brings a mug to monica.",
2,10,4,estelle leonard talent agency,estelle estl is speaking on the phone.
2,10,5,central perk . monica and rachel at counter,"phoebe, chandler, and fun bobby at the couch."
2,10,6,chandler and joey's apartment,joey is making marinara sauce and filling every container in sight. chandler enters.
2,10,7,a restaurant,fun bobby and monica are ordering.
2,10,8,central perk . chandler is sitting on the couch between russ and ross,doing a crossword puzzle.
2,10,9,"ross, phoebe, rachel, and chandler at monica and rachel's apartment.",
2,10,10,central perk,russ enters. chandler and phoebe are sitting on the couch.
2,10,10,central perk,russ enters. chandler and phoebe are sitting on the couch.
2,11,1,ross's,carol and susan are picking ben up
2,11,2,rachel and monica's,carol and susan are picking ben up
2,11,3,monica and rachel's,carol and susan are picking ben up
2,11,4,central perk,carol and susan are picking ben up
2,11,5,rachel and monica's mrs green oh my god,"there's an unattractive nude man playing the cello. rachel yeah, well just be glad he's not playing a smaller instrument. mrs green laughing you have some life here, sweetie."
2,11,6,wedding,"there's an unattractive nude man playing the cello. rachel yeah, well just be glad he's not playing a smaller instrument. mrs green laughing you have some life here, sweetie."
2,11,7,the reception,monica and ross watch carol and susan getting their picture taken.
2,11,8,monica and rachel's,monica and ross watch carol and susan getting their picture taken.
2,11,8,monica and rachel's,monica and ross watch carol and susan getting their picture taken.
2,12,1,in a tv commercial that the gang is watching at monica and rachel's,a guy is sitting at his desk and his boss comes in and drops a huge pile of papers on his desk. the guy looks dejected.
2,12,2,central perk. chandler,"monica, rachel, and phoebe are at the couch. joey enters holding a letter"
2,12,3,chandler and joey's apartment,chandler and joey are standing around in the kitchen.
2,12,4,san diego zoo,ross is at the monkey cages.
2,12,5,library. phoebe is getting ready to sing for the kids. chandler,"monica, and rachel are there. phoebe pulls out her guitar"
2,12,6,a nice restraunt,joey and erica are dining.
2,12,7,san diege zoo,ross is still at the monkey cages. a janitor is sweeping.
2,12,8,restraunt,joey and erica are still there.
2,12,9,library,phoebe is singing.
2,12,10,san diego zoo,ross and the janitor are in the nocturnal house.
2,12,11,library,ross show up with a monkeyshine beer poster.
2,12,12,chandler and joey's apartment. monica,"rachel, and the guys are watching days of our lives ."
2,12,13,central perk,phoebe and rob are sitting on the couch.
2,12,14,central perk,the whole gang is there.
2,12,15,city street,the whole gang is walking up to the movie set.
2,12,16,the next time at the movie set,the whole gang is walking up to the movie set.
2,12,17,central perk,joey and the girls are sitting at the couches.
2,12,18,chandler and joey's apartment,chandler and susie are making out on the couch.
2,12,19,ross's apartment,ross is setting up for his time with marcel. joey is there.
2,12,20,monica and rachel's apartment,monica and rachel are upset with each other. phoebe is mediating.
2,12,21,a fancy restraunt marcel's. joey,"ross, chandler, susie, and the director's assistant are there."
2,12,22,monica and van damme are walking down the street,"ross, chandler, susie, and the director's assistant are there."
2,12,23,back at monica and rachel's apartment,they are now fighting about what rachel told van damme.
2,12,24,back at the restroom at marcel's. chandler is still in the stall,"joey comes in to go to the bathroom. joey starts whistling, chandler finishes the tune. joey whistles again."
2,12,25,central perk. ross,"phoebe, and chandler are sitting."
2,12,26,the movie set,monica and rachel are saying goodbye to jean-claude
2,12,27,city street,whole gang is there seeing off marcel.
2,12,28,filming a scene from the movie. joey is dying on a gurney,van damme is looking over him.
2,12,28,filming a scene from the movie. joey is dying on a gurney,van damme is looking over him.
2,14,1,chandler and joey's apartment. chandler is playing foosball by himself,joey enters
2,14,2,a kitchen somewhere,monica is interviewing for a job
2,14,3,monica and rachel's apartment,chandler and phoebe are sitting at the couch. ross is sitting at the table and answers the phone.
2,14,4,monica and rachel's apartment,monica answers the door and lets her parents in. they are carrying boxes.
